Competitor Component Name (279),Competitor CVEs,Confidence,Sonatype Component Name (1108),Sonatype CVEs,Sonatype Occurence Path
is-symbol:1.0.3,snyk:lic:npm:is-symbol:MIT,10,is-symbol:1.0.3,,./node_modules/is-symbol/.editorconfig
is-typed-array:1.1.3,snyk:lic:npm:is-typed-array:MIT,10,is-typed-array:1.1.3,,./node_modules/is-typed-array/.eslintrc
is-weakmap:2.0.1,snyk:lic:npm:is-weakmap:MIT,10,is-weakmap:2.0.1,,./node_modules/is-weakmap/.eslintrc
is-weakset:2.0.1,snyk:lic:npm:is-weakset:MIT,10,is-weakset:2.0.1,,./node_modules/is-weakset/.eslintrc
is-windows:1.0.2,snyk:lic:npm:is-windows:MIT,10,is-windows:1.0.2,,./node_modules/is-windows/index.js
isarray:1.0.0,snyk:lic:npm:isarray:MIT,10,isarray:1.0.0,,./node_modules/isarray/Makefile
isobject:2.1.0,snyk:lic:npm:isobject:MIT,10,isobject:2.1.0,,./node_modules/nyc/node_modules/isobject/index.js
isstream:0.1.2,snyk:lic:npm:isstream:MIT,10,isstream:0.1.2,,./node_modules/isstream/.jshintrc
kind-of:3.2.2,snyk:lic:npm:kind-of:MIT,10,kind-of:3.2.2,,./node_modules/has-values/node_modules/is-number/node_modules/kind-of/index.js
kind-of:6.0.2,SNYK-JS-KINDOF-537849,10,kind-of:6.0.2,CVE-2019-20149,./node_modules/base/node_modules/kind-of/index.js
lazy:1.0.11,snyk:lic:npm:lazy:MIT,10,lazy:1.0.11,,./node_modules/lazy/lazy.js
lcid:1.0.0,snyk:lic:npm:lcid:MIT,10,lcid:1.0.0,,./node_modules/lcid/index.js
lodash.reduce:4.5.0,snyk:lic:npm:lodash.reduce:MIT,10,lodash.reduce:4.5.0,,./node_modules/lodash.reduce/index.js
map-cache:0.2.2,snyk:lic:npm:map-cache:MIT,10,map-cache:0.2.2,,./node_modules/map-cache/index.js
map-visit:1.0.0,snyk:lic:npm:map-visit:MIT,10,map-visit:1.0.0,,./node_modules/map-visit/index.js
marked:0.3.9,"snyk:lic:npm:marked:MIT, SNYK-JS-MARKED-174116, SNYK-JS-MARKED-451540, SNYK-JS-MARKED-584281, npm:marked:20180225",10,marked:0.3.9,"sonatype-2017-0636, sonatype-2018-0076, sonatype-2018-0378",./node_modules/marked/Gulpfile.js
media-typer:0.3.0,snyk:lic:npm:media-typer:MIT,10,media-typer:0.3.0,,./node_modules/media-typer/index.js
merge-descriptors:1.0.1,snyk:lic:npm:merge-descriptors:MIT,10,merge-descriptors:1.0.1,,./node_modules/merge-descriptors/index.js
methods:1.1.2,snyk:lic:npm:methods:MIT,10,methods:1.1.2,,./node_modules/methods/index.js
micromatch:3.1.10,snyk:lic:npm:micromatch:MIT,10,micromatch:3.1.10,,./node_modules/liftoff/node_modules/micromatch/index.js
mime-db:1.37.0,snyk:lic:npm:mime-db:MIT,10,mime-db:1.37.0,,./node_modules/mime-db/db.json
mime-types:2.1.21,snyk:lic:npm:mime-types:MIT,10,mime-types:2.1.21,,./node_modules/mime-types/index.js
mime:1.4.1,snyk:lic:npm:mime:MIT,10,mime:1.4.1,,./node_modules/mime/build/build.js
minimist:0.0.10,"snyk:lic:npm:minimist:MIT, SNYK-JS-MINIMIST-559764",10,minimist:0.0.10,CVE-2020-7598,./node_modules/minimist/example/parse.js
mixin-deep:1.3.1,"snyk:lic:npm:mixin-deep:MIT, SNYK-JS-MIXINDEEP-450212",10,mixin-deep:1.3.1,CVE-2019-10746,./node_modules/mixin-deep/index.js
mkdirp:0.5.1,snyk:lic:npm:mkdirp:MIT,10,mkdirp:0.5.1,,./node_modules/mkdirp/bin/cmd.js
mongodb-core:2.1.20,snyk:lic:npm:mongodb-core:Apache-2.0,10,mongodb-core:2.1.20,,./node_modules/mongodb-core/.eslintrc
mongodb:2.2.36,"snyk:lic:npm:mongodb:Apache-2.0, SNYK-JS-MONGODB-473855",10,mongodb:2.2.36,sonatype-2019-0438,./node_modules/mongodb/.eslintrc
ms:0.7.1,"snyk:lic:npm:ms:MIT, npm:ms:20170412",10,ms:0.7.1,sonatype-2017-0621,./node_modules/connect/node_modules/ms/index.js
nanomatch:1.2.13,snyk:lic:npm:nanomatch:MIT,10,nanomatch:1.2.13,,./node_modules/nanomatch/index.js
nconf:0.10.0,snyk:lic:npm:nconf:MIT,10,nconf:0.10.0,CVE-2022-21803,./node_modules/nconf/.eslintrc.json
ncp:0.4.2,snyk:lic:npm:ncp:MIT,10,ncp:0.4.2,,./node_modules/ncp/bin/ncp
needle:2.2.4,snyk:lic:npm:needle:MIT,10,needle:2.2.4,,./node_modules/needle/bin/needle
negotiator:0.6.1,snyk:lic:npm:negotiator:MIT,10,negotiator:0.6.1,,./node_modules/negotiator/index.js
nocache:1.0.1,snyk:lic:npm:nocache:MIT,10,nocache:1.0.1,,./node_modules/nocache/index.js
node-esapi:0.0.1,snyk:lic:npm:node-esapi:MIT,10,node-esapi:0.0.1,,./node_modules/node-esapi/lib/esapi.js
normalize-path:2.1.1,snyk:lic:npm:normalize-path:MIT,10,normalize-path:2.1.1,,./node_modules/anymatch/node_modules/normalize-path/index.js
nssocket:0.6.0,snyk:lic:npm:nssocket:MIT,10,nssocket:0.6.0,,./node_modules/nssocket/examples/bla.js
number-is-nan:1.0.1,snyk:lic:npm:number-is-nan:MIT,10,number-is-nan:1.0.1,,./node_modules/number-is-nan/index.js
object-assign:4.1.1,snyk:lic:npm:object-assign:MIT,10,object-assign:4.1.1,,./node_modules/figures/node_modules/object-assign/index.js
object-copy:0.1.0,snyk:lic:npm:object-copy:MIT,10,object-copy:0.1.0,,./node_modules/object-copy/index.js
object-inspect:1.7.0,snyk:lic:npm:object-inspect:MIT,10,object-inspect:1.7.0,,./node_modules/object-inspect/.eslintrc
object-is:1.0.2,snyk:lic:npm:object-is:MIT,10,object-is:1.0.2,,./node_modules/object-is/.eslintrc
object-keys:1.1.1,snyk:lic:npm:object-keys:MIT,10,object-keys:1.1.1,,./node_modules/object-keys/.editorconfig
object-visit:1.0.1,snyk:lic:npm:object-visit:MIT,10,object-visit:1.0.1,,./node_modules/object-visit/index.js
object.assign:4.1.0,snyk:lic:npm:object.assign:MIT,10,object.assign:4.1.0,,./node_modules/object.assign/.editorconfig
object.pick:1.3.0,snyk:lic:npm:object.pick:MIT,10,object.pick:1.3.0,,./node_modules/object.pick/index.js
on-finished:2.3.0,snyk:lic:npm:on-finished:MIT,10,on-finished:2.3.0,,./node_modules/on-finished/index.js
on-headers:1.0.1,snyk:lic:npm:on-headers:MIT,10,on-headers:1.0.1,,./node_modules/on-headers/index.js
os-homedir:1.0.2,snyk:lic:npm:os-homedir:MIT,10,os-homedir:1.0.2,,./node_modules/os-homedir/index.js
os-locale:1.4.0,snyk:lic:npm:os-locale:MIT,10,os-locale:1.4.0,,./node_modules/nyc/node_modules/os-locale/index.js
os-tmpdir:1.0.2,snyk:lic:npm:os-tmpdir:MIT,10,os-tmpdir:1.0.2,,./node_modules/os-tmpdir/index.js
parseurl:1.3.2,snyk:lic:npm:parseurl:MIT,10,parseurl:1.3.2,,./node_modules/parseurl/index.js
pascalcase:0.1.1,snyk:lic:npm:pascalcase:MIT,10,pascalcase:0.1.1,,./node_modules/pascalcase/index.js
path-dirname:1.0.2,snyk:lic:npm:path-dirname:MIT,10,path-dirname:1.0.2,,./node_modules/path-dirname/index.js
path-is-absolute:1.0.1,snyk:lic:npm:path-is-absolute:MIT,10,path-is-absolute:1.0.1,,./node_modules/npm/node_modules/glob/node_modules/path-is-absolute/index.js
path-to-regexp:0.1.7,snyk:lic:npm:path-to-regexp:MIT,10,path-to-regexp:0.1.7,,./node_modules/path-to-regexp/index.js
pkginfo:0.3.1,snyk:lic:npm:pkginfo:MIT,10,pkginfo:0.3.1,,./node_modules/pkginfo/docs/docco.css
platform:1.3.1,snyk:lic:npm:platform:MIT,10,platform:1.3.1,,./node_modules/platform/package.json
posix-character-classes:0.1.1,snyk:lic:npm:posix-character-classes:MIT,10,posix-character-classes:0.1.1,,./node_modules/posix-character-classes/index.js
prettyjson:1.2.1,snyk:lic:npm:prettyjson:MIT,10,prettyjson:1.2.1,,./node_modules/prettyjson/.jshintrc
process-nextick-args:1.0.7,snyk:lic:npm:process-nextick-args:MIT,10,process-nextick-args:1.0.7,,./node_modules/bl/node_modules/process-nextick-args/index.js
prompt:0.2.14,snyk:lic:npm:prompt:MIT,10,prompt:0.2.14,,./node_modules/prompt/.jshintrc
proxy-addr:2.0.4,snyk:lic:npm:proxy-addr:MIT,10,proxy-addr:2.0.4,,./node_modules/proxy-addr/index.js
ps-tree:0.0.3,snyk:lic:npm:ps-tree:MIT,10,ps-tree:0.0.3,,./node_modules/ps-tree/index.js
random-bytes:1.0.0,snyk:lic:npm:random-bytes:MIT,10,random-bytes:1.0.0,,./node_modules/random-bytes/index.js
range-parser:1.2.0,snyk:lic:npm:range-parser:MIT,10,range-parser:1.2.0,,./node_modules/range-parser/index.js
raw-body:2.3.3,snyk:lic:npm:raw-body:MIT,10,raw-body:2.3.3,,./node_modules/raw-body/index.d.ts
rc:1.2.8,snyk:lic:npm:rc:(BSD-2-Clause_OR_MIT_OR_Apache-2.0),10,rc:1.2.8,,./node_modules/rc/browser.js
readable-stream:2.2.7,snyk:lic:npm:readable-stream:MIT,10,readable-stream:2.2.7,,./node_modules/mongodb/node_modules/readable-stream/duplex-browser.js
readdirp:2.2.1,snyk:lic:npm:readdirp:MIT,10,readdirp:2.2.1,,./node_modules/readdirp/package.json
referrer-policy:1.0.0,snyk:lic:npm:referrer-policy:MIT,10,referrer-policy:1.0.0,,./node_modules/referrer-policy/index.js
regex-not:1.0.2,snyk:lic:npm:regex-not:MIT,10,regex-not:1.0.2,,./node_modules/regex-not/index.js
regexp.prototype.flags:1.3.0,snyk:lic:npm:regexp.prototype.flags:MIT,10,regexp.prototype.flags:1.3.0,,./node_modules/regexp.prototype.flags/.editorconfig
repeat-element:1.1.3,snyk:lic:npm:repeat-element:MIT,10,repeat-element:1.1.3,,./node_modules/repeat-element/index.js
repeat-string:1.6.1,snyk:lic:npm:repeat-string:MIT,10,repeat-string:1.6.1,,./node_modules/repeat-string/index.js
require_optional:1.0.1,snyk:lic:npm:require_optional:Apache-2.0,10,require_optional:1.0.1,,./node_modules/require_optional/index.js
resolve-from:2.0.0,snyk:lic:npm:resolve-from:MIT,10,resolve-from:2.0.0,,./node_modules/nyc/node_modules/resolve-from/index.js
resolve-url:0.2.1,snyk:lic:npm:resolve-url:MIT,10,resolve-url:0.2.1,,./node_modules/resolve-url/.jshintrc
resumer:0.0.0,snyk:lic:npm:resumer:MIT,10,resumer:0.0.0,,./node_modules/resumer/example/resume.js
